Datetime,Open,High,Low,Close,Volume
2025-09-30T08:00:00.000+0000,0.4,0.41991,0.38886,0.39849,347764.5
2025-09-30T10:00:00.000+0000,0.39867,0.3991,0.38432,0.38574,95588.5
2025-09-30T12:00:00.000+0000,0.38582,0.39413,0.3717,0.38596,135353.8
2025-09-30T14:00:00.000+0000,0.38596,0.4066,0.38312,0.40611,104338.9
2025-09-30T16:00:00.000+0000,0.40459,0.42556,0.39316,0.42288,195385.2
2025-09-30T18:00:00.000+0000,0.42266,0.47516,0.40462,0.466,389947.0
2025-09-30T20:00:00.000+0000,0.46797,0.4946,0.46572,0.48966,191158.7
2025-09-30T22:00:00.000+0000,0.4892,0.50538,0.47515,0.48779,182498.6
2025-10-01T00:00:00.000+0000,0.48792,0.51407,0.474,0.47558,242419.1
2025-10-01T02:00:00.000+0000,0.47688,0.48829,0.44614,0.453,226712.1
2025-10-01T04:00:00.000+0000,0.45646,0.46105,0.43331,0.44294,85740.3
2025-10-01T06:00:00.000+0000,0.44292,0.48854,0.43866,0.45757,254752.7
2025-10-01T08:00:00.000+0000,0.45979,0.474,0.44606,0.46968,133524.1
2025-10-01T10:00:00.000+0000,0.46995,0.47661,0.45876,0.4704,76145.5
2025-10-01T12:00:00.000+0000,0.47213,0.47753,0.45544,0.45937,89211.7
2025-10-01T14:00:00.000+0000,0.46107,0.47676,0.45349,0.47453,53335.3
2025-10-01T16:00:00.000+0000,0.47753,0.49031,0.47183,0.48751,103820.6
2025-10-01T18:00:00.000+0000,0.48477,0.48576,0.47,0.48234,66146.9
2025-10-01T20:00:00.000+0000,0.48257,0.50558,0.47993,0.49759,57239.4
2025-10-01T22:00:00.000+0000,0.4982,0.50065,0.47091,0.47465,65479.6
2025-10-02T00:00:00.000+0000,0.47592,0.48328,0.46571,0.46805,37829.3
2025-10-02T02:00:00.000+0000,0.47276,0.49178,0.47251,0.48797,32126.5
2025-10-02T04:00:00.000+0000,0.49011,0.50079,0.4872,0.49658,52740.6
2025-10-02T06:00:00.000+0000,0.49458,0.49804,0.4872,0.49134,50036.8
2025-10-02T08:00:00.000+0000,0.49458,0.57196,0.48834,0.57196,219874.8
2025-10-02T10:00:00.000+0000,0.57164,0.62911,0.53052,0.61327,739827.5
2025-10-02T12:00:00.000+0000,0.61132,0.76589,0.61046,0.74842,841599.2
2025-10-02T14:00:00.000+0000,0.74995,0.96326,0.74961,0.93471,1634187.8
2025-10-02T16:00:00.000+0000,0.93237,1.21913,0.86019,1.16333,1553022.4
2025-10-02T18:00:00.000+0000,1.16148,1.77547,1.02557,1.52035,4236243.3
2025-10-02T20:00:00.000+0000,1.51539,1.87539,1.32791,1.771,2378424.9
2025-10-02T22:00:00.000+0000,1.77465,2.56998,1.32346,1.50594,2714454.1
2025-10-03T00:00:00.000+0000,1.501,1.88519,1.3767,1.69057,1341712.1
2025-10-03T02:00:00.000+0000,1.68608,1.70793,1.26,1.41635,707058.2
2025-10-03T04:00:00.000+0000,1.41502,1.44336,1.28245,1.42032,376619.1
2025-10-03T06:00:00.000+0000,1.42,1.55583,1.36082,1.38639,419327.7
2025-10-03T08:00:00.000+0000,1.38256,1.52809,1.34714,1.49452,335613.8
2025-10-03T10:00:00.000+0000,1.49546,1.81368,1.45936,1.77768,512777.5
2025-10-03T12:00:00.000+0000,1.77765,1.89,1.56829,1.60988,600650.9
2025-10-03T14:00:00.000+0000,1.61251,1.75994,1.46,1.50619,290791.6
2025-10-03T16:00:00.000+0000,1.50796,1.56222,1.42582,1.50454,307237.7
2025-10-03T18:00:00.000+0000,1.50309,1.67644,1.46983,1.57408,245817.7
2025-10-03T20:00:00.000+0000,1.57432,1.67525,1.54655,1.63174,152539.4
2025-10-03T22:00:00.000+0000,1.6312,1.72882,1.56609,1.71636,198460.7
2025-10-04T00:00:00.000+0000,1.71983,1.92631,1.6596,1.81239,681199.1
2025-10-04T02:00:00.000+0000,1.8179,1.86633,1.68586,1.71153,352467.3
2025-10-04T04:00:00.000+0000,1.70925,1.77378,1.63681,1.65181,275693.0
2025-10-04T06:00:00.000+0000,1.6518,1.73844,1.624,1.70316,182202.0
2025-10-04T08:00:00.000+0000,1.70214,1.78654,1.66778,1.77631,213852.7
2025-10-04T10:00:00.000+0000,1.77777,2.084,1.73658,2.05593,361291.0
