Datetime,Open,High,Low,Close,Volume
2025-06-26T08:00:00.000+0000,2490.12,2500.29,2462.51,2463.43,4573.6015
2025-06-26T10:00:00.000+0000,2463.43,2467.04,2440.08,2450.34,5433.7936
2025-06-26T12:00:00.000+0000,2450.37,2454.7,2424.52,2434.0,6827.4174
2025-06-26T14:00:00.000+0000,2433.49,2459.74,2409.58,2433.25,7798.2585
2025-06-26T16:00:00.000+0000,2433.12,2437.17,2418.31,2420.68,3620.6786
2025-06-26T18:00:00.000+0000,2420.68,2443.1,2418.43,2435.91,3516.0986
2025-06-26T20:00:00.000+0000,2435.88,2457.27,2394.5,2414.29,5327.2496
2025-06-26T22:00:00.000+0000,2414.07,2424.47,2405.94,2415.92,3155.228
2025-06-27T00:00:00.000+0000,2416.02,2431.83,2382.6,2425.99,6979.595
2025-06-27T02:00:00.000+0000,2426.14,2448.57,2423.32,2446.77,4122.6631
2025-06-27T04:00:00.000+0000,2446.77,2452.92,2434.8,2439.53,3680.9836
2025-06-27T06:00:00.000+0000,2439.54,2459.31,2436.79,2442.1,3863.6052
2025-06-27T08:00:00.000+0000,2442.22,2463.22,2435.72,2460.98,6202.0364
2025-06-27T10:00:00.000+0000,2460.96,2461.51,2442.87,2447.22,3059.9945
2025-06-27T12:00:00.000+0000,2447.22,2456.77,2417.17,2428.05,4798.4468
2025-06-27T14:00:00.000+0000,2428.12,2442.55,2414.09,2438.16,5875.4618
2025-06-27T16:00:00.000+0000,2438.28,2449.62,2395.93,2404.94,4884.0926
2025-06-27T18:00:00.000+0000,2404.85,2417.37,2388.34,2412.56,4717.6539
2025-06-27T20:00:00.000+0000,2412.62,2429.47,2411.57,2420.03,2880.1386
2025-06-27T22:00:00.000+0000,2420.04,2425.17,2414.73,2423.03,1404.1194
2025-06-28T00:00:00.000+0000,2423.18,2424.13,2405.87,2417.75,1923.485
2025-06-28T02:00:00.000+0000,2417.86,2422.42,2415.04,2420.82,2832.317
2025-06-28T04:00:00.000+0000,2420.82,2428.31,2417.76,2422.06,1277.2059
2025-06-28T06:00:00.000+0000,2422.06,2433.78,2422.06,2431.63,2998.5062
2025-06-28T08:00:00.000+0000,2431.63,2432.25,2419.41,2427.15,1573.2053
2025-06-28T10:00:00.000+0000,2427.03,2430.14,2423.85,2427.55,835.3008
2025-06-28T12:00:00.000+0000,2427.55,2429.35,2420.28,2422.77,1077.813796
2025-06-28T14:00:00.000+0000,2422.78,2442.82,2422.77,2435.94,1751.2565
2025-06-28T16:00:00.000+0000,2435.95,2447.97,2431.75,2444.01,3337.6483
2025-06-28T18:00:00.000+0000,2444.01,2444.81,2432.56,2433.49,1258.4988
2025-06-28T20:00:00.000+0000,2433.49,2438.36,2427.51,2436.66,1267.8846
2025-06-28T22:00:00.000+0000,2436.67,2442.0,2433.99,2435.77,1267.2679
2025-06-29T00:00:00.000+0000,2435.77,2442.48,2428.68,2429.55,1292.6188
2025-06-29T02:00:00.000+0000,2429.69,2433.32,2424.88,2428.0,806.8695
2025-06-29T04:00:00.000+0000,2428.0,2434.57,2426.85,2433.77,668.2318
2025-06-29T06:00:00.000+0000,2433.77,2440.53,2432.62,2440.53,2711.4499
2025-06-29T08:00:00.000+0000,2440.59,2457.53,2438.19,2448.17,5698.9677
2025-06-29T10:00:00.000+0000,2448.13,2463.47,2447.4,2462.05,3680.2535
2025-06-29T12:00:00.000+0000,2462.14,2463.21,2446.11,2447.24,4116.1362
2025-06-29T14:00:00.000+0000,2447.24,2451.91,2433.34,2436.9,2746.8008
2025-06-29T16:00:00.000+0000,2436.9,2440.48,2429.86,2439.18,1532.1472
2025-06-29T18:00:00.000+0000,2439.18,2442.8,2433.66,2438.15,907.2578
2025-06-29T20:00:00.000+0000,2438.15,2439.07,2411.36,2431.48,2337.2304
2025-06-29T22:00:00.000+0000,2431.42,2524.85,2430.9,2500.32,11763.5794
2025-06-30T00:00:00.000+0000,2500.42,2523.95,2499.97,2510.51,7459.4519
2025-06-30T02:00:00.000+0000,2510.52,2511.39,2495.41,2499.72,3420.3937
2025-06-30T04:00:00.000+0000,2499.73,2506.04,2492.27,2503.18,4943.8328
