Datetime,Open,High,Low,Close,Volume
2023-10-26T08:00:00.000+0000,1849.57,1865.79,1832.63,1840.08,19903.65335281
2023-10-26T10:00:00.000+0000,1840.09,1843.69,1803.81,1812.55,18437.4814839
2023-10-26T12:00:00.000+0000,1812.56,1824.79,1806.51,1806.71,11287.23356978
2023-10-26T14:00:00.000+0000,1806.87,1813.92,1766.3,1778.18,24521.80672213
2023-10-26T16:00:00.000+0000,1778.19,1784.89,1761.65,1783.62,16549.59257394
2023-10-26T18:00:00.000+0000,1783.63,1794.1,1781.59,1792.67,6863.52752263
2023-10-26T20:00:00.000+0000,1792.53,1801.8,1790.65,1799.81,5734.17240166
2023-10-26T22:00:00.000+0000,1799.82,1811.39,1799.81,1803.41,4965.73324056
2023-10-27T00:00:00.000+0000,1803.41,1804.04,1776.34,1777.29,9648.5423737
2023-10-27T02:00:00.000+0000,1777.86,1794.66,1772.76,1790.96,6732.93684502
2023-10-27T04:00:00.000+0000,1791.07,1796.8,1784.02,1793.87,6183.97767755
2023-10-27T06:00:00.000+0000,1793.88,1796.17,1776.07,1776.95,5882.26035221
2023-10-27T08:00:00.000+0000,1776.94,1791.31,1776.32,1789.85,5327.1370363
2023-10-27T10:00:00.000+0000,1789.85,1790.44,1775.51,1781.75,4956.60640697
2023-10-27T12:00:00.000+0000,1781.56,1796.86,1778.36,1791.92,10134.77318042
2023-10-27T14:00:00.000+0000,1791.92,1792.14,1770.81,1782.8,13746.05752704
2023-10-27T16:00:00.000+0000,1782.81,1784.75,1745.92,1761.66,12864.4630572
2023-10-27T18:00:00.000+0000,1761.52,1775.13,1749.93,1774.21,8911.48332189
2023-10-27T20:00:00.000+0000,1774.32,1783.26,1773.84,1780.48,3217.50497542
2023-10-27T22:00:00.000+0000,1780.49,1783.86,1775.15,1779.18,4092.85613833
2023-10-28T00:00:00.000+0000,1779.18,1783.92,1778.58,1783.34,2987.33967348
2023-10-28T02:00:00.000+0000,1783.34,1793.25,1780.6,1790.04,3508.55721201
2023-10-28T04:00:00.000+0000,1790.04,1795.41,1786.9,1787.53,2478.45721495
2023-10-28T06:00:00.000+0000,1787.53,1789.45,1785.56,1787.41,1968.1502947
2023-10-28T08:00:00.000+0000,1787.42,1791.24,1785.43,1789.0,1668.90683561
2023-10-28T10:00:00.000+0000,1789.05,1803.42,1786.51,1787.91,4730.16695415
2023-10-28T12:00:00.000+0000,1787.87,1789.61,1775.66,1788.01,4979.83149073
2023-10-28T14:00:00.000+0000,1788.02,1791.63,1784.7,1790.62,2586.83044412
2023-10-28T16:00:00.000+0000,1790.63,1790.82,1784.1,1785.0,1238.24651958
2023-10-28T18:00:00.000+0000,1785.0,1785.37,1776.92,1777.0,1813.05916551
2023-10-28T20:00:00.000+0000,1777.23,1783.4,1776.42,1782.97,1356.41443514
2023-10-28T22:00:00.000+0000,1782.98,1782.99,1770.0,1776.16,2988.4119726
2023-10-29T00:00:00.000+0000,1776.17,1781.6,1762.73,1773.54,4292.96345148
2023-10-29T02:00:00.000+0000,1773.54,1778.19,1770.92,1774.69,1618.49451813
2023-10-29T04:00:00.000+0000,1774.69,1778.64,1772.57,1776.63,1584.06029475
2023-10-29T06:00:00.000+0000,1776.62,1783.91,1775.42,1783.04,1456.72887439
2023-10-29T08:00:00.000+0000,1783.05,1792.58,1782.94,1788.54,2966.5533495
2023-10-29T10:00:00.000+0000,1788.55,1792.67,1783.6,1788.5,2685.04214697
2023-10-29T12:00:00.000+0000,1788.6,1800.77,1788.15,1792.8,4162.66259026
2023-10-29T14:00:00.000+0000,1792.8,1799.49,1789.01,1792.41,4767.01453273
2023-10-29T16:00:00.000+0000,1792.23,1807.09,1786.75,1793.66,4528.80952838
